2622,5360,285.63088068344433,0,1278,134.6996659238619,128,0,0.9865276583576924,0.11364159754367238,1.3260065686248912,13.293298933582868,60.020166444080985,0.42896384239980084,0.037473011,0.037473011,0.010476794583654522,0.010476794583654522,0.010482181,0.0468202,740.5827845643278,643.6816228082765,569.0678614766805,525.0594576568033,389.02280271816824,655.6469485425653,558.7457868,484.1320255,440.12362163504076,TRUE,TRUE,FALSE,0.903388125,60.61124824265403,1.0248662949971314,60.04033809293193,445.09976664233636,0.004406439,491.2280701754387,1.0664330880303286E-4,0.9680685793096769,0.023940560058100913,0.023940560058100913,60.04033809293193,999.3281501368381,1.0239405600581009,1.0239405600581009,1,0.9721216924240796,0.061592977173003854,45.531677287878104,60.85273824,11.42521251064391,478.36094351094437,1.140412021673438,47.749603823045874,0.033644447,45.11278195488719,8.090504724947527E-4,59.386763604273376,0.001115189,0.001103145,4,4,6,195.259; 1185.17; 2191.40; 3182.25; 4192.57,999.6640055288788,0.6290302889328155,10.475138747551028,0.00781245,7.0054937935972115,112.93757503512415,978.4608163342871,30.94754790268779,97.85829522,0.9791186370566128,3.572401722105677,11.29584476,0.11301350314174538,243.98325371248222,7.719717070822128,24.407312565088798,0.24414728403185038,319.9526430910215,0.40154666128255967,10.124068736291974,32.008424930144464,0.32016774774853524,490.63144393021446,15.52015923802095,49.07363793341194,0.4909612962098909,573.3574142917762,18.14007040292668,57.35440827678037,0.5737428833694581,648.7502256060154,20.52156603619001,64.88811888573998,0.6491863813875172,797.2335765782603,25.221449875955557,79.74575577521078,477.2809334872388,0.7977695579466015,1.5022893571775122,0.9577432023517073,0.7694805780047828,56.650792013932545,28.64905300057088,53.03977818234827,25.038039168986607,50.668867408660525,22.66712839529886,48.297956634973005,20.29621762161134,4.198383860264016,A09,0
2623,7340,321.4965007585619,0,1658,151.7893276880822,129,0,0.969345484,0.11003297636502038,1.1390847555337917,11.419396045451546,60.007453986880236,0.516835403,0.063118129,0.063118129,0.013257651780714573,0.013257651780714573,0.013247164,0.046064259,764.8360940706505,658.4502872698642,596.1222734014568,515.1315778763268,368.7368387149927,679.8350000985813,573.4491932977952,511.1211794293878,430.13048390425774,TRUE,TRUE,FALSE,0.9654696125704489,60.83202264856005,1.024127776662069,60.00513328014097,466.00278549852715,0.005152471,378.4461152882204,1.1794165404772268E-4,0.974201821,0.022730661214052095,0.022730661214052095,60.00513328014097,999.9144526499591,1.022730661214052,1.022730661214052,1,0.979151316,0.05996099,39.313374868277876,56.00191962537991,10.970232406085861,485.00866093289983,1.094547858,48.39537391988276,0.029661508451079236,42.606516290726915,6.791805691169419E-4,59.287578385214594,8.674016658855397E-4,8.584299591804191E-4,4,4,6,192.664; 1183.47; 2195.49; 3181.81; 4192.32,999.8757823,0.7955271620834762,13.246030492489107,0.007143656,8.235695643267405,104.83283225367043,974.5092107161181,30.809175816595534,97.43473282,0.974592585,3.316003035237355,10.485140147549025,0.10484180119193591,277.7764837677921,8.789284865750618,27.788554962341625,0.2778002488429213,324.0611500724086,0.3994969320835632,10.256005103784174,32.42347828302643,0.324088875,505.31616036680504,15.983437176824658,50.539731706982465,0.5053593925236537,557.3398156389609,17.629940009877707,55.744966935359855,0.5573874986624173,663.7891884702157,20.99420925482573,66.38574267034065,0.6638459787345317,818.5961091170541,25.886889214025835,81.86058857711929,494.53495904464546,0.8186661438362275,1.595824173886725,0.944494752,0.8382851026907128,53.76001504640375,33.92827676480237,49.37014448400612,29.538406202404737,45.35789825651489,25.52615997491351,42.20823776263404,22.37649948103266,2.8245506612246447,A09,0
2624,6927,313.03034996626127,0,1447,143.28991590478375,130,0,0.8357394435438934,0.1153371771897747,1.4404611386357422,14.440713169280622,59.89244289939791,0.359909093,0.13608464230448283,0.13608464230448283,0.020727556,0.020727556,0.020737304273902534,0.029003113419311274,842.0394617762643,777.4479365367708,633.7659403264269,544.2954471576037,479.43829383367563,783.4072400269068,718.8157147874134,575.1337185770694,485.66322540824626,TRUE,TRUE,FALSE,0.84749414,61.10157584275924,1.0248577091083313,59.99974258978475,458.6556820758351,0.006185455,676.6917293233083,1.4389058546583372E-4,0.9329314126351077,0.021484019075067418,0.021484019075067418,59.99974258978475,1000.0042901886598,1.0214840190750674,1.0214840190750674,1,0.9493313494697072,0.064336485,48.92202898743829,64.39264234628133,10.896958303777545,514.5548460888249,1.0874468769817125,51.34893528262468,0.031057178,50.12531328320798,6.795552910037967E-4,58.751056465219364,0.001038572,0.001026939,4,4,6,192.259; 1174.23; 2195.49; 3177.94; 4192.28,1001.7958375947823,1.2436480182693028,20.737393240850164,0.006271652,6.038727308559588,84.63841992683886,999.9999999999998,31.61680253888079,99.98650737593536,0.9999957098297456,2.6780584312236857,8.467048681267869,0.084638057,265.09636014669485,8.388611380944216,26.521055345784738,0.26509522283817605,316.1070122505132,0.3544511065855609,9.997786593044609,31.613797663930587,0.31610565609761215,507.5777110632734,16.050405514287966,50.75602654745403,0.5075755334684757,596.7572911407644,18.867286001285795,59.667108641282816,0.5967547309503851,766.0237018301265,24.20288903893076,76.55762402191017,0.7660204154580269,904.8703182276902,28.58850448568343,90.43139326931889,588.763306,0.9048664361799671,1.8818717444502342,0.959958871,0.8018056893500671,62.830856451426015,36.82465827394455,57.952502533780944,31.94630435629948,55.24675501,29.240556831914432,52.46184398316084,26.455645805679374,3.6257783125900254,A09,0
2627,4402,265.63132345414385,0,1119,125.85706178041819,133,0,0.8692095691826078,0.10330744888411074,1.654883653764619,16.590312318442294,59.913795182342916,0.2571578469168899,0.14384377403606835,0.14384377403606835,0.02160222,0.02160222,0.021562321059368103,0.026379211334600573,837.6584241806777,744.0693599049196,662.0572688506377,584.4631494573449,368.7512559438911,722.3854511733496,628.7963868975914,546.7842958433096,469.19017645001674,TRUE,TRUE,FALSE,0.7482043016416294,61.40099561642652,1.020183454495509,60.02053442,515.5740324372339,0.005019174,543.8596491,9.128582973523579E-5,0.9133834441406782,0.017865401613231247,0.017865401613231247,60.02053442,999.6578768218376,1.0178654016132311,1.0178654016132311,1,0.937679466,0.063413287,59.660561702293215,74.78420786565272,10.076114036903107,571.3383450302885,1.0051998091342607,56.997111373880784,0.032927767,62.65664160400989,5.977657310231458E-4,58.9108321,0.001216658,0.00120439,4,4,6,192.528; 1177.77; 2195.49; 3172.67; 4191.16,1001.4388141728416,1.2965767669674833,21.554944089558713,0.005596881,4.600209856836459,149.81003580862497,999.9999999999999,31.623009623053317,99.99952136218909,1.0003422402664899,4.737585603202925,14.981240114582564,0.14986130683520302,365.10262507177436,11.555514164997437,36.53090123263718,0.36522757789147514,402.12989902363097,0.4512200829810511,12.732264454523587,40.24591277209558,0.40226752406743643,575.2345941395272,18.194616194028256,57.53155014433599,0.5754314625803199,647.5134825305862,20.477187971589622,64.75285913997448,0.6477350877174034,752.8654863,23.80444802175618,75.27897494309269,0.753123147,908.1200619825456,28.69937419197949,90.77339388937114,505.99016295891465,0.9084308572345635,1.3408135979113163,0.9209528128267891,0.7568421891507985,70.46163780186792,35.924575,67.86239559916892,33.3253328,65.33597078352408,30.798907982227256,63.05033307324132,28.51327027,6.376379411688782,A09,0
2628,4779,277.6760702689377,0,1361,139.3628357920432,134,0,0.9841368966477004,0.10935143964349044,1.3002427800442493,13.035015338789467,60.04565867216208,0.5644429907971296,0.047103882092547705,0.047103882092547705,0.013188165144821833,0.013188165144821833,0.013203832727017433,0.051924029,734.5686798406372,638.1024734806812,581.5781402597457,510.7496083412758,334.0059017570057,653.1727314669649,556.7065251070089,500.1821918860735,429.35365996760356,TRUE,TRUE,FALSE,0.9957317758267215,60.76299285176564,1.0317907498771839,60.036455989407074,456.4340333865223,0.004907152,553.8847117794486,1.484475888617266E-4,0.9780348099910032,0.029979737,0.029979737,60.036455989407074,999.3927691299182,1.029979737001539,1.029979737001539,1,0.9817642806400547,0.062024175,49.28803380474218,65.00288424744161,14.656983766857493,488.20967251380546,1.4629604155579976,48.73057132267988,0.033292154197255945,52.631578947368375,9.975733182387581E-4,59.17360494425071,0.001129762,0.001113918,4,4,6,194.560; 1182.00; 2195.97; 3185.00; 4192.13,999.2396007776122,0.7917706962981284,13.195814952182191,0.010057367934665476,8.902201871159814,113.7289995535234,948.2754978417429,29.995462488163287,94.84482637773435,0.9488516698668147,3.594822301417216,11.369475419630577,0.1137981012735734,309.19993918686095,9.782292686495012,30.929432349239917,0.30938780901532204,347.2839066975778,0.43637378021975975,10.987356432640098,34.73938391250891,0.3474949163379747,505.7220671912645,15.99780557707848,50.58355135694054,0.5060293438300053,562.9204300188212,17.806487630352212,56.30318022369458,0.5632624603727178,658.6155466349668,20.834931467602345,65.87750332623524,0.6590157213248244,796.0975317247656,25.184421282011005,79.62971189,448.81362502718787,0.7965812404444916,1.2932346649686037,0.9407633881393385,0.7716565256844338,61.52885188412841,29.195800704277268,58.01791844062779,25.68486726077665,55.01684361681083,22.683792436959692,52.17082167754536,19.837770497694223,3.965042182250616,A09,0
2632,6619,305.2605444534226,0,1319,135.52859476877933,138,0,0.9304356183961818,0.10768467612247062,1.6882880464331083,16.92519344795096,60.050048632738545,0.28262800394098075,0.2541900907150862,0.2541900907150862,0.022012741425268247,0.022012741425268247,0.021984686,0.1000116637837585,845.3187960876485,696.8777934,627.8734943760101,575.1624120391969,347.2546974049369,697.9245027239161,549.4835000790597,480.4792010122778,427.7681186754646,TRUE,TRUE,FALSE,0.7750124396377287,61.40348381324301,1.0176390357417537,60.04477325222337,497.1603503486632,0.006148102,563.9097744360902,9.532262784017364E-5,0.9280466225380712,0.014641772226140104,0.014641772226140104,60.04477325222337,999.2543355599779,1.014641772,1.014641772,1,0.948063104,0.075622267,52.30667101015976,64.94039204845362,8.307321151,521.4725513437655,0.8295264684537802,52.07166233420954,0.039967503,55.13784461152871,5.681229730198855E-4,58.85777416658735,0.00105677,0.001048642,4,4,6,178.864; 1198.27; 2181.91; 3198.74; 4175.88,999.1665513371248,1.3217500675400562,21.96829257032326,0.005238189,4.956792055173731,179.32855964117826,997.4937343358395,31.55209491188684,99.76644187604691,0.9982380849784837,5.655973595016032,17.901291674133986,0.1794623783550394,359.09486858916716,11.350746347687853,35.898953154308444,0.3593628326745582,406.7843002677076,0.4473677969380356,12.858807443708228,40.667819029721194,0.40708785120231417,549.4670213588229,17.37886778587492,54.952893797241586,0.5498770451177516,629.5460005767177,19.91039381409067,62.959035812000586,0.6300157809412184,721.6124119634383,22.820570656898127,72.16301636259729,0.7221508942055775,906.9272600066528,28.672696679447064,90.67735090162131,500.1429597389452,0.9076040280559949,1.2538846124175826,0.8568741290451407,0.7864468117574034,61.608463919004315,29.67419764155835,59.111827849657324,27.17756157221136,56.61519178,24.680925502864532,54.38358853752075,22.449322260074787,5.353610888144465,A09,0
2633,6722,308.4801452281816,0,1356,138.76599006961325,139,0,0.9237857150457719,0.12286795892867393,1.860436217614604,18.65098965027172,59.70919932346699,0.20180198265207006,0.073633909,0.073633909,0.025747032071955767,0.025747032071955767,0.025716716,0.076790607,822.4990663564779,703.3080897,603.8665249,539.1352993853066,392.24002163179534,721.3207126135962,602.1297359894713,502.6881711585053,437.95694564242496,TRUE,TRUE,FALSE,0.6835178174372966,61.66970165,1.0150890308510878,60.10585506525524,464.6291173,0.003922618,503.7593984962405,5.413190201049636E-5,0.8957823065028838,0.013876629817358599,0.013876629817358599,60.10585506525524,998.2388560126078,1.0138766298173585,1.0138766298173585,1,0.9319850501088585,0.083260838,67.96283691737592,79.82998608182135,7.3164025652170706,529.8982805340572,0.7304829483031727,52.90600429892335,0.039730623,67.66917293233087,5.524605476375046E-4,58.680190309541295,0.001164839,0.001156864,4,4,6,183.182; 1201.28; 2180.72; 3203.21; 4176.14,1004.8702826336296,1.5475473780774518,25.671424736351728,0.004455774,3.8252277571289808,149.19500027872851,994.9874686716792,31.48989596753626,99.55139841827157,0.9967428763954189,4.720149688090349,14.923921529847107,0.14945821772023285,317.91121833024386,10.05454549,31.793447886952528,0.3184720935429392,369.77025519380254,0.4120240557795718,11.699017636040605,36.98885642034764,0.37042262276868565,532.5919542,16.85328209594239,53.28217746291986,0.5335315801574851,608.9366905507306,19.274210022290763,60.93064838591786,0.6100110077693066,721.9015785936542,22.833262005324332,72.19914310994616,0.723175194,898.8092240281555,28.42925176,89.89319745769428,529.0389688,0.9003949491791807,1.4321559111239113,0.9555821648062001,0.6823389574365455,76.31015767167759,28.29351113583072,73.87695387071136,25.86030733486448,71.68343031322793,23.666783777381056,69.80139116542398,21.784744629577112,8.319251896168957,A09,0
2634,5732,283.3796040649362,0,944,113.66617790706258,140,0,0.8707684968266998,0.11379384746068817,2.2656194874032325,22.712977317325638,59.98772964304505,0.10119589612071943,0.10110334178213573,0.10110334178213573,0.028469534258051453,0.028469534258051453,0.028450122538321354,0.092223817,811.5332555447715,683.2228270494072,602.4711591579014,537.3849677990712,363.5808611837094,720.4977663228385,592.1873378274743,511.4356699359685,446.34947857713826,TRUE,TRUE,FALSE,0.5336122555916917,61.62674050564739,1.0102768854645214,59.99350017126598,463.08024689902686,0.005988348,383.4586466165413,5.63261522252074E-5,0.8095710663119549,0.009063575,0.009063575,59.99350017126598,1000.1083422156645,1.0090635749487922,1.0090635749487922,1,0.8468993227707375,0.089403342,67.53564340818468,78.52888146148231,4.922976264197909,543.8434633573318,0.4915282363718769,54.29850214091847,0.040046554,70.17543859649118,3.6153369168398183E-4,58.39362310987374,0.001257059,0.00125134,4,4,6,176.037; 1203.55; 2181.13; 3202.87; 4176.47,1000.2045477804871,1.7079870083862725,28.45320488763308,0.003037989,2.416742545690072,135.5521361814043,999.9999999999999,31.617685645744697,99.98758231451055,0.9998916695210995,4.2926599592705665,13.567884492093494,0.13553745175357582,340.5710044916269,10.771585704543314,34.060284229580176,0.34053411027161073,399.4345642650043,0.44833118198825306,12.620012895060599,39.91912824704968,0.3993912933273681,530.6158903072115,16.77734307828895,53.056036458174866,0.5305584084337024,606.4830214714882,19.173863507806566,60.63713059282939,0.6064173208753273,715.3140666624718,22.599400174188776,71.48633038277517,0.715236576,887.3277123486648,28.03361414634533,88.67613795078023,487.8931480836605,0.8872315877126445,1.2512013707913203,0.9195153358604632,0.6802536967951851,75.7944568,31.277809844422045,72.83624244973316,28.319595490261804,70.76245170128942,26.24580474181807,69.09805367241694,24.581406712945586,9.141577508562815,A09,0
2635,6384,299.8599673,0,1218,130.15375522819156,141,0,0.9895994822623477,0.089767323,1.9624226502642377,19.673410027711654,60.03056784268506,0.36301585897585326,0.004750375,0.004750375,0.003558932,0.003558932,0.003556586,0.014293198227543295,702.3191434030468,624.5878438592674,585.7821543845195,527.4206726166983,301.3354868557666,610.8685285015292,533.1372289577498,494.33153948300185,435.97005771518076,TRUE,TRUE,FALSE,0.8501695376449625,60.18227529,1.0177742505507632,59.92775713998242,472.3750652412871,0.005082825,323.3082706766917,8.831225085006195E-5,0.96745742,0.017402925,0.017402925,59.92775713998242,1001.2054991453932,1.0174029246343144,1.0174029246343144,1,0.9677647537894911,0.056687452,58.56128822180895,76.21347624336238,8.860935647548299,499.93917185528414,0.8853559133394903,49.952168201927904,0.030899488235717212,57.64411027568929,5.376081800542179E-4,59.718298932052775,0.001007639,9.992058338698752E-4,4,4,6,188.812; 1188.44; 2185.41; 3190.13; 4193.63,999.4907954,0.21327880571238214,3.560873533291024,0.006128687,6.082222025661945,132.2653444110112,987.4686717,31.20722331584112,98.7061956,0.9862797123288669,4.181298636961614,13.223792969479758,0.1321060906316535,356.00649201003046,11.250552281557402,35.58511931884689,0.3555778432239033,390.1997524256434,0.5015714468398028,12.330338798409162,39.00128310267394,0.38972993332408706,530.9363535,16.77976250093285,53.07270769322931,0.5302970807854047,588.9177685098473,18.611679571692427,58.867440012149615,0.5882086834446419,674.0176238993433,21.301420114586513,67.37457027555173,0.6732060745517976,777.3322567573764,24.566837397443987,77.70249263942789,387.1325043,0.7763963116671752,1.0146899336941648,0.9019397010593165,0.7749362104027396,75.01311335432956,34.19838384483594,68.50629173,27.69156221730087,64.33948100731035,23.52475149781673,61.49709589,20.68236638365528,3.9910952576452634,A09,0
2637,6013,290.3101789465881,0,1063,120.59850745345068,143,0,0.9824052374832789,0.097697966,1.8361002625652565,18.407020176092797,60.040505828840566,0.4763975698717933,0.03912294,0.03912294,0.018899777,0.018899777,0.018890599329737263,0.017188350340319132,750.2780033111928,636.8184983933879,585.7831238656286,514.4072514113134,361.1475149,645.2198032842969,531.7602983664921,480.7249238387326,409.3490513844174,TRUE,TRUE,FALSE,0.9379973560703615,61.13821739748834,1.0257290017159528,60.03948017795318,452.2330952784275,0.004091685,496.2406015037594,1.0136463674232179E-4,0.9646724293753527,0.024838124,0.024838124,60.03948017795318,999.3424297,1.0248381243156723,1.0248381243156723,1,0.9727691645053571,0.05972341,45.70669233,67.24122886055875,12.106877682521755,488.33321288763517,1.2078086980008933,48.717654778662386,0.028550501,47.61904761904756,7.13593529381932E-4,58.993634662510935,0.001099137,0.001086726,4,4,6,175.924; 1192.98; 2177.74; 3191.91; 4173.29,999.3253583013435,1.1347327919831096,18.878177432995823,0.008429902,7.669565978205107,133.8854376212944,972.1910501286236,30.75462404381551,97.24208737888569,0.9728307547230164,4.236652025928552,13.394394090671764,0.13397353463633818,287.90689378095385,9.105980738987055,28.793775084733802,0.28809633737096085,353.24901406145966,0.4351049683349748,11.171659516332657,35.326629768356284,0.3534814529604085,497.9397876077519,15.75422363611846,49.81044001294876,0.4982674334648306,566.1081715940642,17.90680440803059,56.620709052475405,0.5664806724499856,669.6667725384609,21.182369846105367,66.97808253525399,0.6701074152609467,812.0099076029644,25.680080789964283,81.20475751759247,458.76089354150474,0.8125442125304962,1.2997524408270875,0.9510501662209543,0.7931617154183714,61.73190429177167,32.90466669737325,58.42782252996916,29.600584935570744,55.60523351620428,26.77799592180586,51.70092018275082,22.873682588352402,3.099214524,A09,0
2639,7153,317.4397580644239,0,1563,147.7294825009551,145,0,0.9361490968832593,0.094979957,1.4851000246914008,14.888220798911286,60.128013,0.3012710780145841,0.087815959,0.087815959,0.023689521,0.023689521,0.023665003592640912,0.04610713,739.7896229225494,646.5728650202319,599.6214362076464,528.1204948378077,324.7568933338868,586.8248650325836,493.60810713026615,446.65667831768064,375.15573694784183,TRUE,TRUE,FALSE,0.7936364057433021,61.47363579434208,1.017074358723844,60.07542948032718,474.432649,0.006017156,568.9223058,9.236963141582625E-5,0.9485435819483431,0.015745573,0.015745573,60.07542948032718,998.7444204564217,1.0157455728224818,1.0157455728224818,1,0.9610554084271969,0.068159526,58.44342431420239,72.23272789214003,8.160712727016394,515.9300182551085,0.8142985570438968,51.4810087,0.032837416,60.15037593984946,5.217503625372694E-4,58.86189030542543,0.001028193,0.001020048,4,4,6,200.501; 1176.53; 2195.49; 3176.14; 4195.48,997.8709923,1.4231581571462624,23.635290298231286,0.005364903,5.217795092204177,184.78724047885242,997.4937343358395,31.55338156613127,99.76899936202575,0.998747742,5.853684022371514,18.500008634750916,0.18501954723752598,335.48716347757716,10.628099140530997,33.588502778792744,0.3359089238508697,376.2665673481247,0.46623173420119335,11.916175059755982,37.66327425993498,0.3767395938754507,532.8760733402823,16.87043016,53.32789559511663,0.5335459827617964,589.0423268355544,18.644250029907845,58.939579980680236,0.5897828461122864,679.9658101638421,21.52372083500044,68.04071312,0.6808206346255239,808.0808899486932,25.57210393,80.84581041391202,431.8143226005685,0.8090967753085457,1.1635064586248256,0.9219942074411873,0.7532311873098455,68.29126702614374,36.46878444,65.84193410239013,34.01945151,63.392601178636575,31.57011858974994,60.92183199774682,29.099349408860185,6.500754932546629,A09,0
2641,7119,317.4397580644239,0,1531,147.7294825009551,147,0,0.888272482,0.10618470191177587,1.147349138974119,11.502247007259339,60.10841143597601,0.26118199668644654,0.13782520376126675,0.13782520376126675,0.022336938,0.022336938,0.022324655931072745,0.050174127202431355,843.9709761238137,720.7278388,660.1667285783324,589.9546175447074,335.4548053347928,750.9841446045061,627.7410072814735,567.1798970590248,496.9677860253999,TRUE,TRUE,FALSE,0.752551473,61.40952346215631,1.0166205873628895,60.15097966287315,527.9744614696456,0.006265517,714.2857142857142,9.755043855020699E-5,0.8998289217918843,0.014879157423725586,0.014879157423725586,60.15097966287315,997.4899882974585,1.0148791574237257,1.0148791574237257,1,0.9307451480469707,0.07359799,48.57246270317973,60.991936804588676,8.379128176903935,562.9754503176482,0.8361269466309913,56.178068712009605,0.039370864,47.61904761904769,5.919175646893822E-4,58.93699996357737,0.001033607,0.001025685,4,4,6,185.082; 1200.52; 2179.96; 3197.99; 4175.04,998.1964015786463,1.3435886833205617,22.26862078343054,0.004813041,4.656547953610252,124.35377698556681,997.4937343358395,31.578324293296312,99.82169456249157,1.0000037554646413,3.9386194270107593,12.448336310801658,0.12466669184100487,393.31974132166624,12.450703180186629,39.35863152188173,0.39430946268743455,415.58307072922287,0.4640894015121297,13.155463008006933,41.586484061399034,0.41662881392779766,576.5469241728254,18.25718538620323,57.70714603122235,0.5779977051768614,640.5479566525734,20.27750488,64.09965691353048,0.6421597852283982,742.4557951813749,23.500327420696465,74.29078865838812,0.7443240572756199,900.6538898584934,28.49637283016301,90.09649058,485.0708191292705,0.9029202302027638,1.1625777738291787,0.9136606349013406,0.7271236937845289,56.68291373467965,25.315968268420406,54.61045268872298,23.243507222463734,52.60189589829454,21.234950432035298,50.59333910786593,19.226393641606684,6.098633861390067,A09,0
2643,7111,316.25306322627137,0,1546,146.5332726721136,149,0,0.7553307579845147,0.1364114579510868,1.8964391472352031,19.01192127554088,60.47293224285728,0.204367739,0.21795846959655535,0.21795846959655535,0.025572520555979614,0.025572520555979614,0.025549099979845353,0.060309293,849.3449590897433,805.0360752002177,701.0970122233973,597.5601095756163,415.6404256519553,627.5516875999148,583.2428037103894,479.30374073356893,375.7668380857878,TRUE,TRUE,FALSE,0.686738875,61.57394682290031,1.015353332201673,60.11079095948979,535.9216675584858,0.008734598,736.8421052631579,1.2594369154657665E-4,0.8622628202104397,0.012929816660021631,0.012929816660021631,60.11079095948979,998.1568873454942,1.0129298166600216,1.0129298166600216,1,0.8888204312062111,0.067676784,50.84081600668081,64.12616309768478,7.708430869492053,604.9461581376784,0.7697088893525204,60.41652233651279,0.036223620884641955,52.631578947368375,4.7626893898384073E-4,58.78318650401361,0.001106037,0.001098345,4,4,6,180.919; 1201.62; 2179.39; 3199.11; 4173.55,992.1794392083056,1.5371844374477461,25.502010110361265,0.004270572,3.861148349180604,254.54643731017586,962.9319436262647,30.45500886652154,96.30122346887407,0.9647100128588934,8.062630946,25.482044183734853,0.25501646137724754,411.67011435000813,13.025576725424067,41.182100264729364,0.41243026979937664,451.6529825351979,0.4964891470723508,14.287744972669163,45.175696486123364,0.45248696699005625,586.7624835651666,18.565491805174947,58.697443881511916,0.5878459498742798,650.5119553563778,20.58150459331699,65.07246881098187,0.651713136,838.7765953885939,26.503035391015807,83.83140953504274,0.8403254097852719,914.6033825202832,28.920688012255233,91.45570697088611,462.95039998508526,0.9162922122919837,1.0234625093341347,0.8737836974602883,0.7707546997902904,65.25842343053999,32.50525761019254,59.14423043932267,26.391064618975214,55.217199430328364,22.46403360998091,52.951845780761616,20.19867996041416,3.6050507138432613,A09,0
2644,7141,316.8469662155533,0,1557,147.13259326199616,150,0,0.9852735140494371,0.10184708111523652,1.8279803011435625,18.32561705,60.112418341438826,0.3280114601717529,0.045550080232485364,0.045550080232485364,0.004722911,0.004722911,0.004737629,0.046073548,694.8104914843158,627.9213508993588,575.1497418019342,518.2730418139183,330.1290851825874,598.2058503581334,531.3167097731764,478.54510067575166,421.6684006877358,TRUE,TRUE,FALSE,0.8190277688351469,60.41920835,1.018844044442823,60.17742327962664,446.5440767135071,0.004103737,621.5538847117793,7.495415308684747E-5,0.9609682266960438,0.018114144227803497,0.018114144227803497,60.17742327962664,997.0516637310607,1.0181141442278034,1.0181141442278034,1,0.9624861394311626,0.059251379,38.14406521284788,53.60078455419153,8.576080025980103,486.0772624781453,0.8564651685024333,48.56116594,0.033218331,40.10025063,6.002217991108081E-4,59.779517561761566,0.001104654,0.001095768,4,4,6,195.372; 1192.42; 2196.11; 3189.17; 4183.58,998.1298649340592,0.28421261224368305,4.723660656968656,0.006177404,5.592160442404541,120.16969876790755,962.8060484479321,30.496266869874216,96.38524065995526,0.9656531185605987,3.805538807373183,12.028428942000836,0.12052504713569333,308.51878409371386,9.770926916740574,30.882860431878555,0.3094310910020527,334.7079023631128,0.44593635336051934,10.599920722785894,33.503501785834366,0.33569765192568307,484.68814192635494,15.350222067986511,48.51734663851861,0.4861213912553002,558.8734881378649,17.69903204089491,55.94191278,0.5605261075905615,653.1199739937204,20.683997494167144,65.37631487813493,0.6550512854566475,750.2044290377748,23.759460598505843,75.09610235739157,415.49652667466205,0.7524228245409467,1.245032307832295,0.9260089386603741,0.8250421399868455,55.39393755345903,31.82887991173397,47.83396347100431,24.268905829279248,43.62345994534369,20.058402303618628,40.600446323946606,17.035388682221544,2.4371503618376447,A09,0
2646,6886,311.35189095298585,0,1446,141.63332941084172,152,0,0.8891096306698169,0.11258117532736261,1.6461313619819482,16.50257004493181,60.12148823092892,0.23317720392735838,0.14942559237158934,0.14942559237158934,0.022752329008326768,0.022752329008326768,0.022760586811491738,0.051643198,767.7332748467162,724.9098166631359,629.1440301526965,556.0526250138289,385.0919280669514,644.4593545092243,601.6358963256439,505.8701098152045,432.77870467633693,TRUE,TRUE,FALSE,0.7213555506530297,61.323517672814916,1.017158596453971,60.099160802909665,480.9494409698784,0.007480245,684.2105263157894,1.1566782701623847E-4,0.9176322907849446,0.014252139,0.014252139,60.099160802909665,998.3500467962464,1.0142521390405663,1.0142521390405663,1,0.9320923791119021,0.067027843,57.25854507314255,71.77463850477005,7.640408282734849,543.2164361338713,0.762394474,54.20545117098407,0.034063325963006194,60.15037593984956,4.915420963392143E-4,58.73788156513439,0.001102668,0.001094934,4,4,6,182.371; 1196.60; 2175.02; 3196.51; 4175.77,997.9792876972327,1.3673958797121366,22.723032908362804,0.004702306,4.2644808549830175,159.70147431603843,1002.5062656641604,31.72179599203297,100.29120745335037,1.0041630877679142,5.054114061481889,15.978214003054246,0.15996540975635568,322.20350475777104,10.191010539993806,32.22430590479143,0.3227360040616392,366.82992930427724,0.44124892606396376,11.607047812364701,36.697074317560386,0.36743618180962906,538.207986,17.03404950654277,53.85061202,0.5390974716434948,615.7516017070627,19.488741980339476,61.610263089799645,0.6167692420940325,724.9724434,22.935921071450903,72.51814025260411,0.7261705909089098,837.1240062,26.480999207108148,83.73009977138449,470.29407689457275,0.8385075043420106,1.2810527554270967,0.9151910423568413,0.747468288,69.39073135213376,32.96317737358728,64.67205545558268,28.244501477036202,62.15055321033292,25.722999231786446,59.69897669323379,23.27142271468731,4.7065393674438045,A09,0
